OBJECTID,poiid,title,address,lon,lat,city,category_sec,checkin_num,photo_num,category_fst,foodT,cluster,Ndist
2953,B2094757D76CAAFD4898,大清花饺子 裕华西路店,桥西区裕华西路与维明南大街交叉口西行150米路南(近省法院),114.45219,38.03492,311,东北菜,0,0,餐饮,中式餐饮,0,0.0
2954,B2094757D76CAAFD4893,瑞春园饭店,桥西区槐安西路与西二环南路交叉口北行20米街西(近39路仓安路车站),114.45009,38.02469,311,东北菜,0,0,餐饮,中式餐饮,0,0.0
2955,B2094757D76CAAFD499B,沈阳小土豆,桥西区自强路与站前街交叉口西行100米(近火车站),114.48746,38.04094,311,东北菜,0,0,餐饮,中式餐饮,0,0.0
2956,B2094757D76CAAFD4999,小东北炖菜馆,桥西区新华路与康乐街交叉口东北角(近儿童活动中心),114.46267,38.04819,311,东北菜,0,0,餐饮,中式餐饮,0,0.0
2957,B2094757D76CAAFE409B,南洋渔村,桥西区裕华西路513号(近友谊南大街),114.42585,38.0345,311,海鲜酒楼,0,0,餐饮,中式餐饮,0,249.80412855892578
2958,B2094757D76CAAFE419C,丰收过大年 友谊店,桥西区友谊南大街86号(近图书市场),114.45203,38.03075,311,火锅店,0,0,餐饮,中式餐饮,0,33.08383724456758
2959,B2094757D76CAAFE429A,红尖椒食府 中山西路店,桥西区中山西路与时光街交叉口南行100米街西(近北杜村),114.43842,38.04142,311,火锅店,0,0,餐饮,中式餐饮,0,0.0
2960,B2094757D76CAAFE429E,汇源锦城川菜火锅,工农路与师范街交叉口西行500米路南(近省工人报社),114.46586,38.03171,311,火锅店,0,0,餐饮,中式餐饮,0,0.0
2961,B2094757D76CAAFE439E,军都竹荪鹅酒楼,桥西区中山西路691号(近八一车站),114.42584,38.04119,311,火锅店,0,0,餐饮,中式餐饮,0,0.0
2962,B2094757D76CAAFE459B,麻辣一锅鲜,桥西区中山西路与康乐街交叉口南行100米街东,114.43842,38.04142,311,火锅店,0,0,餐饮,中式餐饮,0,0.0
2963,B2094757D76CAAFE459E,能仁居,桥西区红旗大街79号(近华能宾馆),114.45974,38.03085,311,火锅店,0,0,餐饮,中式餐饮,0,66.22208832506134
2964,B2094757D76CAAFE4693,书璞仙客来兔肉火锅,桥西区槐安西路与城角街交叉口南行150米街东(近省林业局),114.45009,38.02469,311,火锅店,0,0,餐饮,中式餐饮,0,0.0
2965,B2094757D76DA2F8489C,汇特蒙羊 红旗大街店,桥西区红旗大街306号(仓安路口),114.45905,38.01505,311,火锅店,0,0,餐饮,中式餐饮,0,21.025155072209763
2966,B2094757D76DA2F8499A,松花江狗肉,新华区泰华街(合作路口),114.46391,38.06368,311,东北菜,0,0,餐饮,中式餐饮,0,0.0
2967,B2094757D76DA2F8499E,巴山蜀水风味酒楼,桥西区裕华西路234号(近省艺术中心),114.46414,38.03494,311,四川菜,0,0,餐饮,中式餐饮,0,8.758103446616952
2968,B2094757D76DA2F9419E,王魁肉加馍,桥东区平安大街(中山路口一中对面),114.50209,38.02822,311,快餐厅,0,0,餐饮,小吃快餐,0,0.0
2969,B2094757D76DA2F9429A,雅里郎韩国料理 裕华西路店,桥西区裕华西路(红旗大街口),114.45219,38.03486,311,韩国料理,0,0,餐饮,国际餐饮,0,0.0
2970,B2094757D76DA2F9459F,阿福麻辣烫,桥东区新石南路与中华南大街交叉口南行10米街西(近公交技校　),114.46779,38.00826,311,快餐厅,0,0,餐饮,小吃快餐,0,0.0
2971,B2094757D76DA2F9469E,秦记腊汁肉加馍 建国路店,桥西区建国路与友谊南大街交叉口北10米,114.45246,38.02778,311,快餐厅,0,0,餐饮,小吃快餐,0,0.0
2972,B2094757D76DA2F94798,文喜羊杂割,桥东区南花园步行街(近省建设银行),114.48401,38.04212,311,快餐厅,0,0,餐饮,小吃快餐,0,0.0
2973,B2094757D76DA2F9489C,2098香辣虾 槐安东路店,裕华区槐安东路与体育南大街交叉口南行50米街东(近怀特家居城),114.54154,38.0224,311,火锅店,0,0,餐饮,中式餐饮,0,0.0
2974,B2094757D76DA2FA419D,韩香川菜居,长安区广安街67号(近省博物馆),114.52277,38.05217,311,四川菜,0,0,餐饮,中式餐饮,0,81.64223155389547
2975,B2094757D76DA2FA4292,美东国际大酒店中餐厅,长安区谈北路与广安大街交叉口西南角(近1路终点站),114.52238,38.05081,311,四川菜,0,0,餐饮,中式餐饮,0,0.0
2976,B2094757D76DA2FA439A,民合园,长安区谈北路付3号(近先天下购物广场),114.52238,38.05081,311,四川菜,0,0,餐饮,中式餐饮,0,0.0
2977,B2094757D76DA2FA4592,老东北餐厅 西大街店,长安区范西路与西大街交叉口南行20米路西,114.51742,38.03926,311,东北菜,0,0,餐饮,中式餐饮,0,0.0
2978,B2094757D76DA2FA489E,麻辣人家,长安区谈南路与育才街交叉口东南角(近十二化建学校),114.52247,38.04748,311,火锅店,0,0,餐饮,中式餐饮,0,0.0
2979,B2094757D76DA2FA4999,坝上食府,长安区谈中街88号(近省博物馆),114.51885,38.052,311,河北菜,0,0,餐饮,中式餐饮,0,23.71201534190996
2980,B2094757D76DA2FB409C,国安宾馆餐厅,长安区中山东路与广安大街交叉口(近博物馆),114.52259,38.04281,311,河北菜,0,0,餐饮,中式餐饮,0,27.19911588696722
2981,B2094757D76DA2FB419F,老曹炖鱼 青园街店,长安区和平东路与青园街交叉口(近棉一立交桥),114.5169,38.05354,311,河北菜,0,0,餐饮,中式餐饮,0,12.446276956815092
2982,B2094757D76DA2FB429C,天津饭店,桥西区槐安西路与红旗大街交叉口东行200米路南,114.45009,38.02469,311,火锅店,0,0,餐饮,中式餐饮,0,0.0
2983,B2094757D76DA2FB439D,一品石头锅,桥西区长青路与西里街交叉口北行150米路北(近石家庄十九中学),114.45706,38.03885,311,火锅店,0,0,餐饮,中式餐饮,0,0.0
2984,B2094757D76DA2FB449A,一席地饭店,桥西区裕华西路166号(近省艺术中心),114.46424,38.03494,311,火锅店,0,0,餐饮,中式餐饮,0,8.758103446616952
2985,B2094757D76DA2FB4493,渝新干锅辣鸭头 中山西路店,桥西区中山西路与西二环北路交叉口西行100米路北,114.43842,38.04142,311,火锅店,0,0,餐饮,中式餐饮,0,0.0
2986,B2094757D76DA2FB469B,八一美食苑,桥西区中山西路与友谊南大街交叉口南行80米路东(近和平医院),114.43842,38.04142,311,河北菜,0,0,餐饮,中式餐饮,0,0.0
2987,B2094757D76DA2FB4999,和平饭店,桥西区中山西路与友谊南大街交叉口西行100米路南(近和平医院),114.43842,38.04142,311,河北菜,0,0,餐饮,中式餐饮,0,0.0
2988,B2094757D76DA2FB499D,花园宾馆中餐厅,桥西区新华路与康乐街交叉口西南角(近少儿活动中心),114.46267,38.04819,311,河北菜,0,0,餐饮,中式餐饮,0,0.0
2989,B2094757D76DA2FB4993,冀菜人家,桥东区槐安西路与中华南大街交叉口东行200米(近仓安路车站),114.45009,38.02469,311,河北菜,0,0,餐饮,中式餐饮,0,0.0
2990,B2094757D76DA2F4409B,金香麦饭店,桥东区裕华西路与中华南大街交叉口西行100米路北,114.45219,38.03492,311,河北菜,0,0,餐饮,中式餐饮,0,0.0
2991,B2094757D76DA2F44098,金圆大厦中餐厅,桥东区中山西路与中华北大街交叉口北行100米街西(近人民商场),114.43842,38.04142,311,河北菜,0,0,餐饮,中式餐饮,0,0.0
2992,B2094757D76DA2F44099,京华饭店,桥西区裕华西路与站前街交叉口北行200米街西(近客运总站),114.45219,38.03492,311,河北菜,0,0,餐饮,中式餐饮,0,0.0
2993,B2094757D76DA2F44093,桥西社区餐饮部,桥东区工农路与中华南大街交叉口东行50米路南(近省农发行),114.47739,38.03147,311,河北菜,0,0,餐饮,中式餐饮,0,0.0
2994,B2094757D76DA2F44199,世外桃源美食村 石铜路店,桥西区南二环西路与西二环南路交叉口北侧,114.45877,38.00457,311,河北菜,2,0,餐饮,中式餐饮,0,0.0
2995,B2094757D76DA2F4419E,四方招待所餐厅,桥西区裕华西路与站前街交叉口西行30米路北(近中国人寿河北分公司),114.45219,38.03492,311,河北菜,0,0,餐饮,中式餐饮,0,0.0
2996,B2094757D76DA2F4419C,唐山餐厅,桥西区新石北路与友谊南大街交叉口东行200米路北(近以岭医院),114.444,38.01874,311,河北菜,0,0,餐饮,中式餐饮,0,0.0
2997,B2094757D76DA2F4429E,祥口福饭店,桥东区新石中路与中华南大街交叉口北行50米街东(近供电局),114.45477,38.01376,311,河北菜,0,0,餐饮,中式餐饮,0,0.0
2998,B2094757D76DA2F44293,燕青饭店,桥西区中山西路与靶场街交叉口东行300米路北(近和平医院),114.43842,38.04142,311,河北菜,0,0,餐饮,中式餐饮,0,0.0
2999,B2094757D76DA2F44399,银城宾馆中餐厅,桥东区裕华西路与中华南大街交叉口北行30米街东,114.45219,38.03492,311,河北菜,0,0,餐饮,中式餐饮,0,0.0
3000,B2094757D76DA2F4439E,御城食府,桥西区新石北路与城角街交叉口南行80米街东(近玉成小区),114.444,38.01874,311,河北菜,0,0,餐饮,中式餐饮,0,0.0
3001,B2094757D76DA2F4439F,裕华大酒店中餐厅,桥西区裕华西路与红旗大街交叉口东行100米路北(近省法院),114.45219,38.03492,311,河北菜,1,1,餐饮,中式餐饮,0,0.0
3002,B2094757D76DA2F4449E,格兰娜面包房,桥西区工农路与南长街交叉口东南角(近15路工农路站),114.44829,38.03177,311,甜品店,0,0,餐饮,甜点饮品,0,0.0
3003,B2094757D76EABFA4699,皇宫山黄鸡火锅,新华区新华路与虹光街交叉口北行200米路东,114.44307,38.04889,311,火锅店,0,0,餐饮,中式餐饮,0,0.0
3004,B2094757D76EABFA469C,聚汇红焖羊肉,新华区民族路与黎明街交叉口(近新百广场),114.47981,38.04479,311,火锅店,0,0,餐饮,中式餐饮,0,5.829075994635074
3005,B2094757D76EABFA4798,苗颖竹荪鹅,新华区泰华街坊181号(近省民政厅),114.46391,38.06368,311,火锅店,0,0,餐饮,中式餐饮,0,0.0
3006,B2094757D76EABFA4792,星肉骨茶火锅,桥西区新华路与友谊北大街交叉口东行200米路南(近西焦村),114.4514,38.0485,311,火锅店,0,0,餐饮,中式餐饮,0,0.0
3007,B2094757D76EABFA489F,布衣饭庄 合作路店,新华区合作路与泰华街交叉口西行300米(近省民政厅),114.45303,38.05407,311,河北菜,0,0,餐饮,中式餐饮,0,0.0
3008,B2094757D76EABFA499A,高家庄饭店,新华区和平西路与西三庄街交叉口北行60米街西(近心理医院),114.46615,38.05953,311,河北菜,0,0,餐饮,中式餐饮,0,0.0
3009,B2094757D76EABFA499D,老黑猫 和平店,新华区和平西路北新街口西侧路南(近省二院),114.46615,38.05953,311,河北菜,0,0,餐饮,中式餐饮,0,0.0
3010,B2094757D76EABFA4992,芦苇荡,新华区联盟西路645号(近水上公园),114.4413935,38.0795488,311,河北菜,0,0,餐饮,中式餐饮,0,1.02534905835961
3011,B2094757D76EABFA4993,煤安宾馆餐厅,新华区华西路与康乐街交叉口西南角(25路车站东口),114.47354,38.04549,311,河北菜,0,0,餐饮,中式餐饮,0,2.223898532489277
3012,B2094757D76EABFB409B,欧阳酸汤鱼饭店,新华区翔翼路与西三庄街交叉口北行20米街西(近蓝迪制冷公司),114.44555,38.07132,311,河北菜,0,0,餐饮,中式餐饮,0,0.0
3013,B2094757D76EABFB409F,盛源酒楼,新华区和平西路与北荣街交叉口东南角(近省二院),114.46615,38.05953,311,河北菜,0,0,餐饮,中式餐饮,0,0.0
3014,B2094757D76EABFB409D,四季春饭店,新华区新华路与车辆厂前街交叉口西行20米街西(近37路纪念碑车站),114.46938,38.04785,311,河北菜,0,0,餐饮,中式餐饮,0,0.0
3015,B2094757D76EABFB4093,小兴安岭餐厅,新华区翔翼路与西三庄街交叉口北行10米街西(近蓝迪制冷公司),114.44555,38.07132,311,河北菜,0,0,餐饮,中式餐饮,0,0.0
3016,B2094757D76EABFB419A,新春饭店,新华区新华路与新合街交叉口北行30米街西,114.46938,38.04785,311,河北菜,0,0,餐饮,中式餐饮,0,0.0
3017,B2094757D76EABFB419D,桂花村饼屋,新华区和平西路与泰华街交叉口北行50米街西(20路北焦站北行即到),114.46615,38.05953,311,甜品店,2,0,餐饮,甜点饮品,0,0.0
3018,B2094757D76EABFB4299,金奥麦粥饼屋,新华区合作路与泰华街交叉口西行150米新合街路南,114.45303,38.05407,311,甜品店,0,0,餐饮,甜点饮品,0,0.0
3019,B2094757D76EABFB439A,米莎贝尔 北荣街店,新华区兴凯路与北荣街交叉口北侧(近21路车站),114.47731,38.05077,311,甜品店,0,0,餐饮,甜点饮品,0,0.0
3020,B2094757D76EABFB449B,果木烧烤,新华区天翼路与西三庄街交叉口北行250米街东(近联盟小区),114.44825,38.07561,311,烧烤,0,0,餐饮,中式餐饮,0,227.5846033049008
3021,B2094757D76EABFB449D,凯达烧烤城,桥东区新华路与清真寺街交叉口北行10米,114.48107,38.04779,311,烧烤,0,0,餐饮,中式餐饮,0,34.48862420902635
3022,B2094757D76EABFB4593,渔堡烤全鱼,新华区合作路与虹光街交叉口西行50米路南,114.45303,38.05407,311,烧烤,0,0,餐饮,中式餐饮,0,0.0
3023,B2094757D76EABFB469B,红满锅湘菜,桥东区民族路与中华北大街交叉口东行150米路南(近新百广场),114.48433,38.04485,311,湖南菜,0,0,餐饮,中式餐饮,0,0.0
3024,B2094757D76EABFB479B,湘西土菜馆,新华区宁安路与永泰中街交叉口东南角,114.47722,38.05481,311,湖南菜,0,0,餐饮,中式餐饮,0,92.29594234998778
3025,B2094757D76EABFB4993,穆斯林饭店,新华区兴凯路与清真寺街交叉口南行,114.47731,38.05077,311,清真餐馆,0,0,餐饮,中式餐饮,0,0.0
3026,B2094757D76FA2FA489E,沸腾水煮鱼酒楼 东岗路店,裕华区东岗路与建华南大街交叉口西行500米路北(近世纪公园),114.5441,38.0158,311,四川菜,0,0,餐饮,中式餐饮,0,0.0
3027,B2094757D76FA2FA4999,京川酒家,裕华区槐中路与体育南大街交叉口南行10米路东(近省电力研究院),114.53691,38.02872,311,四川菜,0,0,餐饮,中式餐饮,0,0.0
3028,B2094757D76FA2FB419D,蜀国风,裕华区槐安东路与谈固南大街交叉口东行500米(近54路车站),114.54154,38.0224,311,四川菜,0,0,餐饮,中式餐饮,0,0.0
3029,B2094757D76FA2FB4292,沃圃生美食村,裕华区槐北路与煤机街交叉口西北角,114.53985,38.03221,311,四川菜,4,0,餐饮,中式餐饮,0,0.0
3030,B2094757D76DA2F4459A,迷你蛋糕,桥西区建国路与友谊南大街交叉口北行10米(近协和医院),114.45246,38.02778,311,甜品店,0,0,餐饮,甜点饮品,0,0.0
3031,B2094757D76DA2F4479A,五羊皇冠西点 西清店,桥西区裕华西路与红旗大街交叉口东行50米(近环保局),114.45219,38.03492,311,甜品店,1,1,餐饮,甜点饮品,0,0.0
3032,B2094757D76DA2F4479E,黑小烧烤大全,建国路与友谊南大街交叉口西行30米路南,114.45246,38.02778,311,烧烤,0,0,餐饮,中式餐饮,0,0.0
3033,B2094757D76DA2F4479D,金保罗巴西烤肉,桥东区槐安西路与中华南大街交叉口东行20米路北,114.45009,38.02469,311,烧烤,0,0,餐饮,中式餐饮,0,0.0
3034,B2094757D76DA2F44898,塞外之家,桥西区时光街中段(裕华西路口),114.42842,38.0259,311,烧烤,0,0,餐饮,中式餐饮,0,0.0
3035,B2094757D76DA2F4489E,喜相逢烤吧,桥西区新石北路与红旗大街交叉口西行50米路南,114.444,38.01874,311,烧烤,0,0,餐饮,中式餐饮,0,0.0
3036,B2094757D76DA2F4489C,小单烤翅,桥西区南二环西路与滨河街交叉口南行50米路东(近旭城花园),114.45877,38.00457,311,烧烤,0,0,餐饮,中式餐饮,0,0.0
3037,B2094757D76DA2F5409A,湘楚人家酒楼,桥西区友谊北大街126-4号,114.45247,38.05173,311,湖南菜,0,0,餐饮,中式餐饮,0,42.91442524908126
3038,B2094757D76DA2F5419E,鸿祥斋,桥西区槐安西路与城角街交叉口东行50米路北(近城角庄),114.45009,38.02469,311,清真餐馆,0,0,餐饮,中式餐饮,0,0.0
3039,B2094757D76DA2F54192,回味斋 工农路店,桥西区工农路与维明南大街交叉口南行200米路东,114.47036,38.03167,311,清真餐馆,0,0,餐饮,中式餐饮,0,0.0
3040,B2094757D76DAAFA4999,太郎和美,长安区北国商城食光隧道B2楼,114.51145,38.04316,311,日本料理,0,0,餐饮,国际餐饮,0,0.0
3041,B2094757D76DAAFA499F,陈麻婆成都小吃,裕华区建设南大街23号(近中山东路),114.51207,38.03987,311,快餐厅,0,0,餐饮,小吃快餐,0,36.66497928102382
3042,B2094757D76DAAFB439F,世外桃源美食村 石正路店,石正路与柳林铺桥北汊河公园公路东行1000米(近二路终点站),114.51486,38.042307,311,中餐厅,2,1,餐饮,中式餐饮,0,0.0
3043,B2094757D76DAAF4449C,御品轩私房菜餐厅,长安区谈北路与广安大街交叉口美东国际大酒店(近印染厂),114.52238,38.05081,311,广东菜,0,0,餐饮,中式餐饮,0,0.0
3044,B2094757D76DAAF4469F,白金瀚大酒楼,桥西区东岗路,114.5441,38.0158,311,四川菜,0,0,餐饮,中式餐饮,0,0.0
3045,B2094757D76DAAF44992,隆达食府,裕华区建设南大街,114.51235,38.02196,311,四川菜,0,0,餐饮,中式餐饮,0,0.0
3046,B2094757D76EA3FC419E,麻辣工坊,桥东区北国商城食光隧道B2楼,114.51145,38.04316,311,四川菜,0,0,餐饮,中式餐饮,0,0.0
3047,B2094757D76EA3FC429E,蜀味先,桥东区华新街与胜利北街交叉口西北角(近运河桥客运站),114.50603,38.06284,311,四川菜,0,0,餐饮,中式餐饮,0,0.0
3048,B2094757D76EA3FC439F,天辰美食城,桥东区公里街11号,114.48896,38.04448,311,四川菜,0,0,餐饮,中式餐饮,0,0.0
3049,B2094757D76EA3FC4792,郝家庄饭店,桥东区四中路与休门街交叉口东行50米路南(近四中),114.50715,38.03828,311,东北菜,0,0,餐饮,中式餐饮,0,0.0
3050,B2094757D76EA4F5489D,东坡酒楼,桥西区红旗大街,114.45971,38.0019,311,四川菜,0,0,餐饮,中式餐饮,0,0.0
3051,B2094757D76FA2FB459A,哈尔滨独一狗肉,裕华区槐中路与建设南大街交叉口东行30米路北(近东明家具城),114.53691,38.02872,311,东北菜,0,0,餐饮,中式餐饮,0,0.0
3052,B2094757D76FAAFC4298,新概念餐厅,裕华区槐安东路与翟营南大街交叉口东行200米路南(近金马市场),114.54154,38.0224,311,河北菜,0,0,餐饮,中式餐饮,0,0.0
3053,B2094757D76FAAFC429C,学府餐馆,长安区槐安东路与煤机街交叉口北行50米街西,114.54154,38.0224,311,河北菜,0,0,餐饮,中式餐饮,0,0.0
3054,B2094757D76FAAFC4499,福寿斋美食屋,裕华区槐中路与体育南大街交叉口东北角(近河北电力研究院),114.53691,38.02872,311,甜品店,0,0,餐饮,甜点饮品,0,0.0
3055,B2094757D76FAAFC469D,米莎贝尔 东岗怡园店,桥西区槐安东路92号(近39路建设大街站),114.51341,38.02134,311,甜品店,0,0,餐饮,甜点饮品,0,0.0
3056,B2094757D76FAAFD419C,湘水活鱼,裕华区槐安东路与建华南大街交叉口西行150米路北(近世纪公园),114.54154,38.0224,311,湖南菜,1,0,餐饮,中式餐饮,0,0.0
3057,B2094757D76FAAFD4392,燕之屋燕窝,桥西区东岗路与富强大街交叉口东行30米路南,114.5441,38.0158,311,广东菜,0,0,餐饮,中式餐饮,0,0.0
3058,B2094757D768A1FA429C,川渝人家,长安区和平东路(省二院对面),114.48116,38.05669,311,四川菜,0,0,餐饮,中式餐饮,0,14.184225044389098
3059,B2094757D768A1FA4493,清真黑白饸饹馆,长安区谈北路(近华药大厦),114.52238,38.05081,311,快餐厅,0,0,餐饮,小吃快餐,0,0.0
3060,B2094757D768A1F4419B,桥东李记风味餐馆,桥东区东风路,114.50698,38.02471,311,火锅店,0,0,餐饮,中式餐饮,0,0.0
3061,B2094757D768A1F44699,万福烤肉,四中路和休门街交叉口(中国盒子楼下),114.5064,38.0383,311,烧烤,0,0,餐饮,中式餐饮,0,0.0
3062,B2094757D768A1F4489B,赵记鲜土豆粉,东开发区石家庄学院南门对面50米,114.51486,38.042307,311,快餐厅,0,0,餐饮,小吃快餐,0,0.0
3063,B2094757D768A1F5409D,八闽食府,长安区槐安东路与育才街交叉口向北50米路东,114.54154,38.0224,311,广东菜,0,0,餐饮,中式餐饮,0,0.0
3064,B2094757D768A1F5419E,二姐水饺,南长街(近自强路),114.48431,38.04155,311,东北菜,0,0,餐饮,中式餐饮,0,7.07696439717301
3065,B2094757D768A1F54193,喜来小馆 槐中路店,裕华区槐中路与谈固南大街交叉口向北100米路东,114.53691,38.02872,311,河北菜,0,0,餐饮,中式餐饮,0,0.0
3066,B2094757D768A1F5429A,吃香喝辣,长安区槐安东路与育才街交叉口向北50米街东,114.54154,38.0224,311,海鲜酒楼,0,0,餐饮,中式餐饮,0,0.0
3067,B2094757D768A0FC499C,大清花饺子 虹光街店,桥西区新华路与虹光街交叉口向西200米路南,114.44308,38.04884,311,东北菜,0,0,餐饮,中式餐饮,0,3.7676109427696773
3068,B2094757D768A0FD4498,无名小店,桥东区中华北大街(赵佗公园对面),114.47863,38.07294,311,快餐厅,0,0,餐饮,小吃快餐,0,0.0
3069,B2094757D768A0FD459B,常来尝骨汤麻辣烫,裕华区富强南大街与塔南路交叉口向东50米路北(政府向西500米),114.52305,38.02059,311,火锅店,0,0,餐饮,中式餐饮,0,6.242316621973942
3070,B2094757D768A6FE4498,五羊皇冠西点 中山西店,桥西区中山西路与水产街交口东行100米路北,114.43842,38.04142,311,甜品店,1,0,餐饮,甜点饮品,0,0.0
3071,B2094757D768A6FE4493,华尔奇烧烤,桥东区东风西路45-1号,114.51486,38.042307,311,烧烤,0,0,餐饮,中式餐饮,0,0.0
3072,B2094757D768A6FE489A,津盛源海鲜菜馆,桥东区桥东区四中路35号(近休门街),114.50481,38.03852,311,海鲜酒楼,0,0,餐饮,中式餐饮,0,0.0
3073,B2094757D768A6FF4293,麻辣烫,桥西区红旗大街46路终点站(汇明路口),114.45916,38.0321,311,快餐厅,0,0,餐饮,小吃快餐,0,0.0
3074,B2094757D768A6FF499D,家利来蛋糕屋 裕华西路店,桥西区裕华西路(近棉七),114.45219,38.03486,311,甜品店,0,0,餐饮,甜点饮品,0,0.0
3075,B2094757D768A6F84192,在水一方,植物园东门,114.51486,38.042307,311,中餐厅,0,0,餐饮,中式餐饮,0,0.0
3076,B2094757D768A6F84492,凯旋君悦萨拉伯尔,展览馆附近,114.51486,38.042307,311,中餐厅,0,0,餐饮,中式餐饮,0,0.0
3077,B2094757D768A6F9409D,茶油鸭 槐中路店,裕华区槐中路(煤机街口),114.53691,38.02872,311,快餐厅,0,0,餐饮,小吃快餐,0,0.0
3078,B2094757D768A6F94399,御品王,长安区范西路(青园街口),114.51742,38.03926,311,河北菜,0,0,餐饮,中式餐饮,0,0.0
3079,B2094757D768A6F9439D,李师傅卤肉,桥西区新石中路(近菜市场),114.45477,38.01376,311,快餐厅,0,0,餐饮,小吃快餐,0,0.0
3080,B2094757D768A6F94392,炸麻团,裕华区槐中路(建华大街口),114.53691,38.02872,311,快餐厅,0,0,餐饮,小吃快餐,0,0.0
3081,B2094757D768A6F9469A,帅锅帅原味快餐,新华区胜利大街自由港(和平路口),114.49845,38.05412,311,快餐厅,0,0,餐饮,小吃快餐,0,7.092355912444014
3082,B2094757D768A6FA409D,康美味,桥西区东岗路(近建华南大街),114.5441,38.0158,311,快餐厅,0,0,餐饮,小吃快餐,0,0.0
3083,B2094757D768A6FA4199,天津糖火烧,裕华区槐中路(育才街口),114.53691,38.02872,311,快餐厅,0,0,餐饮,小吃快餐,0,0.0
3084,B2094757D768A6FA4392,炸牛奶,桥西区中山西路139号新百广场,114.47833,38.04357,311,甜品店,0,0,餐饮,甜点饮品,0,0.0
3085,B2094757D768A6FA4592,唐山人饺子,桥西区新石中路(春江花月小区对面),114.45477,38.01376,311,河北菜,0,0,餐饮,中式餐饮,0,0.0
3086,B2094757D768A6FA4693,麦田茶餐厅,裕华区建设南大街(四中路口),114.51235,38.02196,311,西餐厅,0,0,餐饮,国际餐饮,0,0.0
3087,B2094757D768A6FA4799,阳光明媚涮涮吧,长安区中山东路326号北国先天下,114.5274,38.04259,311,火锅店,0,0,餐饮,中式餐饮,0,11.659916598056832
3088,B2094757D768A6FA4999,筋头巴脑刘一锅,新华区九中街(半边天大饼对面),114.48361,38.06025,311,火锅店,0,0,餐饮,中式餐饮,0,0.0
3089,B2094757D768A0FD4899,坝上莜面村,裕华区建设南大街191号,114.51276,38.01732,311,快餐厅,7,0,餐饮,小吃快餐,0,0.672896239834598
3090,B2094757D768A0FE4099,聚兴楼饺子,桥东区东马路,114.49872,38.03824,311,东北菜,0,0,餐饮,中式餐饮,0,0.0
3091,B2094757D768A0FE419B,宏状元联升粥店 虹光街店,虹光街10号,114.44304,38.05227,311,快餐厅,0,0,餐饮,小吃快餐,0,10.159608462241607
3092,B2094757D768A0FE459A,桃然居,仓安路518号,114.51486,38.042307,311,中餐厅,0,0,餐饮,中式餐饮,0,0.0
3093,B2094757D768A0F84099,润德轩茶楼,裕华区东岗路与翟营南大街交叉口南行200米路西(近医大一院),114.5441,38.0158,311,茶艺馆,0,0,餐饮,甜点饮品,0,0.0
3094,B2094757D768A0F84192,雅闲楼,裕华区槐北路与谈固西街交叉口东南角,114.53985,38.03221,311,茶艺馆,0,0,餐饮,甜点饮品,0,0.0
3095,B2094757D768A0F84393,知闲茶楼,裕华区槐中路与翟营南大街交叉口南行30米街东(近东苑小区),114.53691,38.02872,311,茶艺馆,0,0,餐饮,甜点饮品,0,0.0
3096,B2094757D768A0F84498,中华茶艺,裕华区平安南大街农茶叶市场路东6-10号,114.50209,38.02822,311,茶艺馆,0,0,餐饮,甜点饮品,0,0.0
3097,B2094757D768A0F8449F,周公茶楼,裕华区建华大街与槐安路交叉口东北角,114.54664,38.02238,311,茶艺馆,1,0,餐饮,甜点饮品,0,0.0
3098,B2094757D768A0F8469C,秦淮人家,桥东区正东路与栗康街交叉口北行100米街东,114.50355,38.04633,311,浙江菜,0,0,餐饮,中式餐饮,0,0.0
3099,B2094757D768A0F8489C,南京面馆,裕华区槐中路与谈固西街交叉口北行150米街东(近青干院),114.53691,38.02872,311,浙江菜,0,0,餐饮,中式餐饮,0,0.0
3100,B2094757D768A0FA489A,爵士岛咖啡 东岗路店,裕华区东岗路与富强大街交叉口东北角,114.5441,38.0158,311,咖啡厅,0,0,餐饮,甜点饮品,0,0.0
3101,B2094757D768A0FB4499,老马家牛羊肉泡馍,石风路与红旗大街交叉口北行30米街东(近市风机厂),114.46144,38.02202,311,清真餐馆,0,0,餐饮,中式餐饮,0,200.1347358532696
3102,B2094757D768A0FB469C,天鹅湖沐浴休闲大酒店中餐厅,桥东区中华南大街350号(近变压器厂),114.4773,38.01698,311,广东菜,1,1,餐饮,中式餐饮,0,38.281660385748886
3103,B2094757D768A0FB4693,阳滩渔港,桥东区中华南大街493号(近槐安西路),114.47768,38.01681,311,广东菜,0,0,餐饮,中式餐饮,0,38.281660385748886
3104,B2094757D768A0FB4793,燕凤楼 新华路店,新华区新华路与新合街交叉口西北角,114.45648,38.04833,311,北京菜,21,1,餐饮,中式餐饮,0,0.0
3105,B2094757D768A0F4409A,潮不落水煮鱼,桥东区和平西路与中华北大街交叉口西行200米路南(近省文化厅),114.46615,38.05953,311,四川菜,0,0,餐饮,中式餐饮,0,0.0
3106,B2094757D768A0F4419B,川味香 合作路店,新华区合作路与新合街交叉口东行100米路南(近111路新合街车站),114.45303,38.05407,311,四川菜,0,0,餐饮,中式餐饮,0,0.0
3107,B2094757D768A0F44299,古洼一锅鲜 新华路店,桥西区新华路与友谊北大街交叉口西行500米路南(近武警二支队),114.4514,38.0485,311,四川菜,0,0,餐饮,中式餐饮,0,0.0
